text,label,source
"I'm a frequent business traveler and often in Chicago on trips. At times, it's very difficult to even find a hotel in downtown Chicago, and this was one of those times. I recently had to pay almost $400 for one night at the Allegro. It was absolutely not worth it. The hotel was filled to capacity with conventioneers, so check-in and check-out were very slow. There were very few elevators, which were worked beyond capacity with all the guests. The morning I checked out, our elevator stopped at every single floor from the 16th floor down to the lobby, but the elevator was almost completely full when I got on at the 18th floor, so I can only imagine how long it must have taken other guests to get downstairs. The room was extremely small and cramped, even though it had obviously been renovated recently. The TV, bed, and decor were all new and were the high points of the hotel. Still, the rate was way overpriced for such a small room. The best thing about the Allegro was the room service, which was prompt. The food was good, and the prices were very reasonable for room service. From now on, if my regular hotels are booked, I'll just take a cab farther out from the city because it just isn't worth it.
",1,Spam
"Says in U.S. Congress, members dont even have to be on the floor for debates or votes.",1,LIAR
"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground.",0,LIAR
Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,0,LIAR
Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,0,LIAR
Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.,0,LIAR
"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",0,LIAR
Rhode Island has the the second-most heavily deployed National Guard in the United States.,1,LIAR
Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.,0,LIAR
Florida has the second-lowest (campaign) contribution limit in the entire country.,0,LIAR
"After the 2012 redistricting, Wisconsin has competitive congressional districts.",0,LIAR
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,0,LIAR
"Says under Mitt Romney, Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan.",0,LIAR
"We’re friends because we have a lot of mutual friends. She, um, got me together with, um, this guy on the football team. We’ve been, all three of us have been really, really tight, we’ve been really close and, um, we, I don’t know, we do everything together. We, um, always hang out and we’re on the same team, we always hang out and practice and after practice and dinner and stuff and, um, she’s someone I can rely and talk to about anything and I feel like she can, I feel really respected and I respect her, so it’s a good relationship and I like that we’re friends.",0,MU3D
"I can't recall another time I've had to deal with such rude front desk help. While pleasant initially, as soon as I demonstrated the slightest bit of frustration that I was still waiting to claim my luggage for check-in (I arrived prior to check-in time, so they were holding a few bags), the true quality of this establishment surfaced. Never mind that the luggage wasn't sent up to our room in the afternoon or that i waited in the lobby for 15 minutes at 7:30pm still looking for my luggage or at least a bellhop. While that was a bit annoying, the worst part was witnessing the poor attitude of Donna, the very attractive but aloof front desk employee. Her lack of initiative was only matched by her pettiness, as I noticed she refused to make eye contact with me for the remainder of my stay, including when my family came down to the lobby the following morning. I also booked a rate that included parking, which Donna acknowledged at check-in but at check out billed me separately; I assume after I got on her bad side. Even with my last polite good bye to the front desk, I felt a phony, uppity attitude from Donna, and I really can't convey the extent of how insulting it felt. I can honestly say it was the worst part of my first trip to Chicago. The hotel is well appointed and the lobby was small but cozy. Great location as well. To be fair, most of the staff seemed very friendly, and I am not so obtuse as to not recognize my rating of this hotel is a statistical outlier. But I think most travelers, like me, would trade a few amenities for consistent and reliable service, so as to not have a 'situation' that could single-handedly ruin a travel experience. Unfortunately, that was the case here.
",1,Spam
Says Hillary Clinton is wrong to say he mocked a disabled reporter.,0,LIAR
